"Model","StateNum","Probability.Cut.Off","Granularity","Window.Size","Sample.Size","BinNum","Training.Size","Update.Freq","Avg.Cycle.Usage1","Avg.Cycle.Usage2","Survival.Rate","Correctly.Scheduled","Correctly.Unscheduled"
"AR1_state_based_logistic",32,0.01,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",32,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",64,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",8,0.01,0,12,100,0,2000,36,0.516185733001973,0.42373357924427,0.897111900438517,0.958639705882353,0.73134653712008
"Markov",8,0.01,0,12,100,0,4000,36,0.516618478924462,0.431682061418086,0.895499759365257,0.958019375672766,0.708664378731606
"Markov",16,0.01,0,12,100,0,2000,36,0.548953506472218,0.444763182632212,0.860939293636496,0.944901315789474,0.733585542771386
"Markov",16,0.01,0,12,100,0,4000,36,0.552977516772708,0.455565676693284,0.872318383452627,0.952528379772962,0.709669822429466
"Markov",32,0.01,0,12,100,0,2000,36,0.556268534242147,0.448479677786171,0.821390718095889,0.922139471902505,0.738107997352079
"Markov",32,0.01,0,12,100,0,4000,36,0.560155412671078,0.459537517179689,0.850490873454275,0.929155313351499,0.712593013886914
"Markov",64,0.01,0,12,100,0,2000,36,0.547899847212734,0.4401133448823,0.776512765265482,0.884227296866702,0.744388032059265
"Markov",64,0.01,0,12,100,0,4000,36,0.562246548264753,0.46007020974778,0.818643743809583,0.90056134723336,0.715362955185415
"Markov",8,0.1,0,12,100,0,2000,36,0.603014393045755,0.479418027513278,0.728071352526756,0.788557869760084,0.772877206107389
"Markov",8,0.1,0,12,100,0,4000,36,0.595361240964325,0.48194973245454,0.710295060373157,0.787053413512558,0.749032158158262
"Markov",16,0.1,0,12,100,0,2000,36,0.587894055421347,0.465482695781271,0.661523249157815,0.771792152704136,0.788274530454625
"Markov",16,0.1,0,12,100,0,4000,36,0.585088174491013,0.470158951592302,0.660259656887095,0.770316027088036,0.766455831903945
"Markov",32,0.1,0,12,100,0,2000,36,0.550342021628112,0.434265928550845,0.600442284081182,0.744977678571429,0.796398792409431
"Markov",32,0.1,0,12,100,0,4000,36,0.55156307410192,0.441626323972648,0.611983763141424,0.751446540880503,0.775034293552812
"Markov",64,0.1,0,12,100,0,2000,36,0.504831500804365,0.397386138076114,0.549340946142045,0.718573797678275,0.80357011409643
"Markov",64,0.1,0,12,100,0,4000,36,0.51124319734324,0.408250026484764,0.560519073429539,0.724340175953079,0.781842742162436
"Markov",8,0.01,3.125,12,100,0,2000,36,0.529042500528957,0.432162560744536,0.897111900438517,0.960966542750929,0.827481011082057
"Markov",8,0.01,3.125,12,100,0,4000,36,0.534412391107628,0.440156193364096,0.895499759365257,0.956803455723542,0.816912663344928
"Markov",16,0.01,3.125,12,100,0,2000,36,0.563324631675478,0.453637722885149,0.860939293636496,0.95628902765388,0.828423579288631
"Markov",16,0.01,3.125,12,100,0,4000,36,0.572931006561757,0.464542706265297,0.872318383452627,0.955742887249737,0.817702696343702
"Markov",32,0.01,3.125,12,100,0,2000,36,0.57108216230374,0.457423597802274,0.821390718095889,0.936117936117936,0.830107257887989
"Markov",32,0.01,3.125,12,100,0,4000,36,0.580611248500435,0.46858410167729,0.850490873454275,0.945031712473573,0.817116778018255
"Markov",64,0.01,3.125,12,100,0,2000,36,0.560892907548448,0.448039407991256,0.782319217330728,0.902,0.835236593059937
"Markov",64,0.01,3.125,12,100,0,4000,36,0.579587636225569,0.4670215893813,0.823882242694574,0.922705314009662,0.819229860618946
"Markov",8,0.1,3.125,12,100,0,2000,36,0.619451404616765,0.48903157987414,0.728071352526756,0.855728968405025,0.858437183135446
"Markov",8,0.1,3.125,12,100,0,4000,36,0.617239079249744,0.491499513718545,0.710295060373157,0.85109561752988,0.847860538827258
"Markov",16,0.1,3.125,12,100,0,2000,36,0.604219705856386,0.474805248234104,0.661523249157815,0.833723653395785,0.864817450597465
"Markov",16,0.1,3.125,12,100,0,4000,36,0.607144993837381,0.47946733962147,0.660259656887095,0.833107803337844,0.853175198919081
"Markov",32,0.1,3.125,12,100,0,2000,36,0.565808633135924,0.442973143608973,0.600442284081182,0.802932055257965,0.874279162310727
"Markov",32,0.1,3.125,12,100,0,4000,36,0.572976288469729,0.450365512433102,0.611983763141424,0.806355140186916,0.865608194622279
"Markov",64,0.1,3.125,12,100,0,2000,36,0.553155373616955,0.433435607352507,0.583292865956147,0.763750908650351,0.882227496302411
"Markov",64,0.1,3.125,12,100,0,4000,36,0.568163053460578,0.447324170823011,0.597825268740976,0.767689822294023,0.874116723370845
"Markov",8,0.01,0,36,100,0,2000,108,0.479699215116198,0.338239859666729,0.754805006566262,0.856677524429967,0.902646591227906
"Markov",8,0.01,0,36,100,0,4000,108,0.486575962483371,0.351304948124007,0.788837614804439,0.910505836575875,0.900041999160017
"Markov",16,0.01,0,36,100,0,2000,108,0.489264936578468,0.336065775568974,0.718456348320387,0.844117647058824,0.904596622889306
"Markov",16,0.01,0,36,100,0,4000,108,0.508101279683328,0.356351403948266,0.74916914711005,0.898832684824903,0.899622007559849
"Markov",32,0.01,0,36,100,0,2000,108,0.472933341733567,0.321797876509126,0.66804635074389,0.801546391752577,0.906426686769695
"Markov",32,0.01,0,36,100,0,4000,108,0.495307347888961,0.34391220092618,0.715273746248173,0.861702127659574,0.900955324529362
"Markov",64,0.01,0,36,100,0,2000,108,0.43077029408915,0.290382377915907,0.587362969357548,0.761557177615572,0.906412314666163
"Markov",64,0.01,0,36,100,0,4000,108,0.470039521513778,0.325814447787812,0.663408102437413,0.795379537953795,0.900380442440468
"Markov",8,0.1,0,36,100,0,2000,108,0.462336658542314,0.315688205338227,0.587021136020373,0.68062015503876,0.916465475615645
"Markov",8,0.1,0,36,100,0,4000,108,0.461623552606416,0.322739546211366,0.590093249691711,0.718367346938775,0.913748191027496
"Markov",16,0.1,0,36,100,0,2000,108,0.448988946446179,0.300585885893715,0.543978729689201,0.637179487179487,0.921037181996086
"Markov",16,0.1,0,36,100,0,4000,108,0.455220613357915,0.311085174699463,0.558452298386691,0.640065146579805,0.918213969938108
"Markov",32,0.1,0,36,100,0,2000,108,0.418667815215329,0.278306494947524,0.492854785956042,0.6,0.922287968441815
"Markov",32,0.1,0,36,100,0,4000,108,0.435796614771537,0.295530282400424,0.523264701334344,0.604956268221574,0.92061364313375
"Markov",64,0.1,0,36,100,0,2000,108,0.367784334656483,0.242823310745763,0.426984714826228,0.579356270810211,0.92256659075156
"Markov",64,0.1,0,36,100,0,4000,108,0.405121156155793,0.274000541957933,0.479073624840118,0.588633288227334,0.922984536856328
"Markov",8,0.01,3.125,36,100,0,2000,108,0.508900860048728,0.344948329890207,0.754805006566262,0.851485148514851,0.930821725717491
"Markov",8,0.01,3.125,36,100,0,4000,108,0.515810911669795,0.358150278648285,0.788837614804439,0.897233201581028,0.925843011053589
"Markov",16,0.01,3.125,36,100,0,2000,108,0.520948950688984,0.342722235692233,0.718456348320387,0.859375,0.932303370786517
"Markov",16,0.01,3.125,36,100,0,4000,108,0.540880899858219,0.363346480371997,0.74916914711005,0.896,0.925454545454545
"Markov",32,0.01,3.125,36,100,0,2000,108,0.504229047842934,0.32820912011377,0.66804635074389,0.846153846153846,0.931324850299401
"Markov",32,0.01,3.125,36,100,0,4000,108,0.528095039719161,0.350633169911736,0.715273746248173,0.86046511627907,0.925091010921311
"Markov",64,0.01,3.125,36,100,0,2000,108,0.46655717169845,0.302173802055816,0.596588780857905,0.776470588235294,0.931144465290807
"Markov",64,0.01,3.125,36,100,0,4000,108,0.503966602995465,0.334956309608565,0.668318604911625,0.8125,0.924803591470258
"Markov",8,0.1,3.125,36,100,0,2000,108,0.492193957373614,0.321953072424393,0.587021136020373,0.744318181818182,0.942226890756303
"Markov",8,0.1,3.125,36,100,0,4000,108,0.490907320945998,0.329077539942689,0.590093249691711,0.778588807785888,0.937473172127629
"Markov",16,0.1,3.125,36,100,0,2000,108,0.479298595049052,0.306521767711594,0.543978729689201,0.720562390158172,0.943629565717573
"Markov",16,0.1,3.125,36,100,0,4000,108,0.485763526822395,0.317211341405536,0.558452298386691,0.727678571428571,0.938003452243959
"Markov",32,0.1,3.125,36,100,0,2000,108,0.447370318864734,0.283801719750945,0.492854785956042,0.683087027914614,0.943989991338658
"Markov",32,0.1,3.125,36,100,0,4000,108,0.465531971585439,0.301311747744178,0.523264701334344,0.685185185185185,0.93867515186578
"Markov",64,0.1,3.125,36,100,0,2000,108,0.416976550342489,0.264021562280897,0.446223993368164,0.643518518518518,0.943875579598145
"Markov",64,0.1,3.125,36,100,0,4000,108,0.451714807782183,0.292463681513482,0.500700476205201,0.631675874769797,0.939623742161295
"Markov",8,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",8,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",16,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",16,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",32,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",32,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",64,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",64,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",8,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",8,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",16,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",16,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",32,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",32,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",64,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",64,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",8,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",8,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",16,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",16,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",32,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",32,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",64,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",64,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",8,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",8,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",16,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",16,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",32,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",32,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",64,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"Markov",64,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"Markov",8,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",8,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",16,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",16,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",32,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",32,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",64,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",64,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",8,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",8,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",16,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",16,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",32,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",32,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",64,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",64,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",8,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",8,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",16,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",16,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",32,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",32,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",64,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",64,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",8,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",8,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",16,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",16,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",32,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",32,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"Markov",64,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"Markov",64,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"VAR1",0,0.01,0,12,100,0,2000,36,0.81555625954215,0.776956641379808,0.94911117822015,0.985588752196837,0.121723189734189
"VAR1",0,0.01,0,12,100,0,4000,36,0.828657941311056,0.790069332077161,0.960253617431167,0.990827090658921,0.117248866466569
"VAR1",0,0.1,0,12,100,0,2000,36,0.778962811361709,0.740309061611689,0.846136537360648,0.970618987871184,0.160460488914156
"VAR1",0,0.1,0,12,100,0,4000,36,0.7955116523498,0.757320313878096,0.862635362635363,0.972631578947368,0.158172588832487
"VAR1",0,0.01,3.125,12,100,0,2000,36,0.828167088878746,0.788761381301668,0.965269585891094,0.986329320546827,0.181340285494487
"VAR1",0,0.01,3.125,12,100,0,4000,36,0.839299306289285,0.799511320370431,0.973904268556675,0.99238449822305,0.179608372721134
"VAR1",0,0.1,3.125,12,100,0,2000,36,0.843429267449162,0.802056769445524,0.914959388961136,0.966353576942872,0.218282736746715
"VAR1",0,0.1,3.125,12,100,0,4000,36,0.857532779758871,0.816264611753569,0.928925840690547,0.976166722092894,0.20912057060475
"VAR1",0,0.01,0,36,100,0,2000,108,0.75135120048743,0.697937889519506,0.950163273549527,0.986981677917068,0.193031593098812
"VAR1",0,0.01,0,36,100,0,4000,108,0.777028713514589,0.720180518437885,0.963433770109412,0.988771466314399,0.198097179748556
"VAR1",0,0.1,0,36,100,0,2000,108,0.77470961513922,0.715445840943463,0.87585271043164,0.968860759493671,0.230780141843972
"VAR1",0,0.1,0,36,100,0,4000,108,0.797576405777533,0.736637211005886,0.888856570926022,0.962204724409449,0.223662551440329
"VAR1",0,0.01,3.125,36,100,0,2000,108,0.756169069728151,0.701790210126187,0.956695361086874,0.988108108108108,0.279016393442623
"VAR1",0,0.01,3.125,36,100,0,4000,108,0.779482267053222,0.721375827069443,0.969928289069134,0.991182953710507,0.280675608544461
"VAR1",0,0.1,3.125,36,100,0,2000,108,0.805406831677056,0.743271956225556,0.908597464544361,0.959218839747272,0.323623304070231
"VAR1",0,0.1,3.125,36,100,0,4000,108,0.832860903846245,0.767445629110592,0.926425164660459,0.971593430980914,0.319215076743734
"VAR1",0,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"VAR1",0,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
